OBJECTID,2010 Census Block Group ID,Registrants,Total Damaged (any type),Registrants w/o Inspection,Damaged w/o Flooding,Basement Flooded up to 2 Feet,Basement Flooded 2 Feet or More,First Floor Flooded up to 1 Foot,First Floor Flooded 1 to 4 Feet,Living Space Flooded 4 Feet or More,Damaged Owners Single Family,Damaged Owners Multifamily,Damaged Owners Missing Building Type,Damaged Single Family,Damaged Multifamily,Damaged Renters Missing Building Type,Uninsured Owners with Damage,Insured Owners with Damage,Total Housing Units,Seasonal Housing Units,Percent Non-Seasonal Damaged,Shape__Area,Shape__Length
279,340390398002,148,18,130,16,2,0,0,0,0,4,0,0,6,8,0,2,2,705,0,2.6,1322698.58203125,8185.22088777563
280,340390317003,164,12,152,11,1,0,0,0,0,3,0,0,0,9,0,2,1,514,0,2.3,206274.8359375,1845.38164402535
281,340390360002,92,25,67,6,4,3,2,10,0,23,0,0,2,0,0,15,8,529,1,4.7,1890541.8203125,6439.91327109877
282,340390354002,82,45,37,3,15,17,4,4,2,37,0,0,6,2,0,29,8,298,0,15.1,4099650.26171875,11436.7868062892
283,340390309004,71,21,50,7,9,2,2,1,0,17,0,0,4,0,0,13,4,428,3,4.9,601618.7734375,3664.89815482675
284,340390352002,84,35,49,1,18,10,4,1,1,17,0,0,11,7,0,17,0,295,0,11.9,2393171.9453125,7972.96077021261
285,340390353002,62,26,36,4,14,6,2,0,0,22,0,0,4,0,0,15,7,286,0,9.1,242673.77734375,2560.47915938167
286,340390304002,323,28,295,22,4,1,1,0,0,12,1,0,10,5,0,7,6,1218,1,2.3,449607.9140625,2761.86026478463
287,340390307024,102,11,91,9,2,0,0,0,0,9,0,0,1,1,0,2,7,833,1,1.3,381235.68359375,2771.38913900838
288,340390322005,99,17,82,16,1,0,0,0,0,15,0,0,2,0,0,4,11,386,1,4.4,371342.91796875,2494.56229007592
289,340390325004,61,13,48,8,4,0,1,0,0,11,0,0,2,0,0,4,7,462,4,2.8,1832780.19140625,6533.00926530185
290,340390314002,132,14,118,8,6,0,0,0,0,5,0,0,8,1,0,4,1,529,2,2.7,225826.58203125,2117.95936022323
291,340390313003,61,12,49,10,1,0,1,0,0,4,0,0,8,0,0,3,1,321,0,3.7,142889.0234375,1664.82733679061
292,340390358003,63,10,53,7,3,0,0,0,0,8,0,0,2,0,0,3,5,467,1,2.1,622895.7578125,3673.91703227197
293,340390355003,71,14,57,11,3,0,0,0,0,14,0,0,0,0,0,4,10,289,0,4.8,307377.1796875,2515.44297637187
294,340130128003,115,14,101,6,7,0,1,0,0,10,0,0,4,0,0,7,3,379,0,3.7,204963.9296875,2200.32146297985
295,340130128002,92,12,80,7,5,0,0,0,0,7,0,0,2,3,0,3,4,319,0,3.8,164321.9140625,2148.21145209498
296,340130128004,96,12,84,5,7,0,0,0,0,10,0,0,2,0,0,7,3,378,1,3.2,224855.1015625,2370.13850418302
297,340130128001,106,21,85,14,7,0,0,0,0,11,0,0,8,2,0,5,6,360,1,5.8,435424.62109375,3043.42800817908
298,340390305002,113,17,96,10,2,4,0,0,1,10,0,0,6,0,0,3,7,542,1,3.1,478082.79296875,4608.58561900991
299,340390305004,88,11,77,4,5,2,0,0,0,8,0,0,3,0,0,7,1,514,2,2.1,242538.3359375,2013.45246006108
300,340390309001,86,10,76,4,4,0,0,1,1,7,0,0,2,1,0,4,3,617,1,1.6,313234.44140625,3377.67366095595
301,340390328001,142,21,121,18,3,0,0,0,0,17,2,0,2,0,0,8,11,743,1,2.8,715856.67578125,5583.68613449889
302,340390359003,126,26,100,12,11,2,1,0,0,19,2,0,4,1,0,12,9,502,0,5.2,476645.6171875,3422.47518963528
303,340390312004,153,12,141,11,1,0,0,0,0,4,0,0,7,1,0,2,2,906,1,1.3,790802.1640625,4372.17383875124
304,340390314001,106,15,91,11,4,0,0,0,0,10,2,0,1,2,0,5,7,733,1,2,341988.33984375,2344.13279822551
305,340390320011,101,13,88,9,4,0,0,0,0,8,0,0,5,0,0,2,6,534,1,2.4,373981.54296875,2869.75182823209
306,340130197001,169,22,147,18,4,0,0,0,0,16,0,0,5,1,0,5,11,866,1,2.5,765049.47265625,4513.94967578544
307,340130043002,141,14,127,11,3,0,0,0,0,6,1,0,6,1,0,6,1,564,0,2.5,400026.58203125,2852.5950534808
308,340130050002,65,10,55,8,2,0,0,0,0,8,0,0,0,2,0,3,5,618,0,1.6,824007.20703125,4942.86141099963
309,360850003002,59,26,33,0,0,0,8,16,2,4,19,0,0,3,0,21,2,754,13,3.5,456506.93359375,6682.93086812158
310,360850112023,1034,876,158,2,1,96,18,307,452,557,2,0,312,4,0,154,405,977,0,89.7,839456.05859375,3687.38421225973
311,360850128061,224,187,37,0,24,101,16,36,10,153,0,0,34,0,0,121,32,290,0,64.5,298647.68359375,2378.80711081917
312,360850239001,58,12,46,10,1,0,1,0,0,11,0,0,1,0,0,3,8,653,4,1.8,550617.09375,3543.75364868517
313,360850029003,44,15,29,11,2,1,1,0,0,12,0,0,3,0,0,3,9,406,1,3.7,327578.09375,2964.83144353471
314,360850029001,65,22,43,11,6,1,2,2,0,12,0,0,10,0,0,6,6,479,0,4.6,240643.6640625,2046.15557170643
315,360850011003,64,21,43,10,9,0,1,0,1,8,0,0,12,1,0,5,3,450,2,4.7,186726.91796875,1806.01012077693
316,360850033002,64,11,53,7,2,0,2,0,0,9,0,0,2,0,0,2,7,883,4,1.3,1195012.92578125,7125.37182566835
317,360850047001,25,11,14,8,3,0,0,0,0,9,0,0,2,0,0,5,4,796,5,1.4,1316192.12109375,5974.18423244374
318,360850128062,58,29,29,5,10,12,1,0,1,20,0,0,9,0,0,14,6,299,0,9.7,168512.171875,1868.16220905504
319,360850128064,962,844,118,7,50,223,78,341,145,635,0,1,208,0,0,386,250,976,40,90.2,1480964.69921875,5080.65417248092
320,360850138003,48,12,36,8,3,0,0,1,0,12,0,0,0,0,0,5,7,621,2,1.9,358003.43359375,2757.83948601174
321,360850112011,988,849,139,4,49,265,56,259,216,618,0,0,228,2,0,265,353,1062,2,80.1,1214711.16796875,5840.42037949772
322,360850112012,1141,975,166,3,31,296,113,231,301,663,43,0,255,13,0,272,434,1123,4,87.1,1577390.1796875,5585.09535989305
323,360850112021,601,522,79,4,32,281,36,50,119,408,0,0,112,2,0,197,211,670,3,78.3,771103.21484375,4935.84998461481
324,360850112022,738,628,110,5,26,120,19,147,311,401,0,0,227,0,0,151,250,765,4,82.5,471175.390625,3264.36093910053
325,360850114012,97,61,36,3,7,35,2,10,4,46,0,0,14,1,0,18,28,987,5,6.2,638638.51953125,3861.54411573461
326,360850114011,183,120,63,6,17,74,6,12,5,78,19,0,12,11,0,82,15,386,4,31.4,276281.703125,2483.85416891879
327,360850114022,54,27,27,1,4,16,1,5,0,21,0,0,6,0,0,9,12,577,1,4.7,249750.48828125,2107.60189032227
328,360850114021,238,192,46,4,22,121,14,23,8,151,0,0,40,0,0,106,45,377,1,51.1,349971.01953125,2381.47488919608
329,360850231001,79,27,52,17,10,0,0,0,0,25,0,0,2,0,0,12,13,1197,1,2.3,738534.00390625,4115.6441405946
330,360850231002,27,10,17,7,1,1,1,0,0,9,0,0,1,0,0,3,6,339,0,2.9,289682.47265625,2244.16986195798
331,360850081003,67,12,55,10,1,0,1,0,0,10,0,0,2,0,0,3,7,565,1,2.1,504140.21484375,2834.31383906579
332,360850097003,61,38,23,2,6,23,3,4,0,22,1,0,15,0,0,13,10,462,1,8.2,1077040.05078125,4652.44044908192
333,360850021003,65,19,46,12,5,0,2,0,0,12,0,0,6,1,0,5,7,772,2,2.5,404643.484375,3089.39554622882
334,360850029004,36,11,25,7,3,0,1,0,0,6,0,0,5,0,0,1,5,326,0,3.4,176715.921875,1834.98218349121
335,360850070004,263,216,47,8,17,71,13,44,63,149,7,0,57,3,0,64,92,641,1,33.8,455268.19140625,2929.90103996545
336,360850291021,84,29,55,4,2,13,2,6,2,25,0,0,4,0,0,13,12,284,0,10.2,13840249.53125,20775.6148752989
337,360850303021,48,25,23,4,19,2,0,0,0,22,0,0,3,0,0,17,5,506,0,4.9,313431.7734375,2228.70915558893
338,360850096021,25,10,15,3,5,0,2,0,0,7,0,0,3,0,0,4,3,466,2,2.2,372563.37109375,2595.95158695522
339,360850097001,84,33,51,4,3,0,9,16,1,7,0,0,8,18,0,3,4,552,0,6,440788.28125,5532.85362941261
340,360850146071,102,52,50,6,24,20,1,1,0,43,0,0,9,0,0,35,8,1207,2,4.3,905760.34375,4046.74181602589
341,360850064003,72,14,58,0,3,5,2,4,0,12,0,0,1,1,0,10,2,796,1,1.8,579226.671875,3179.26349248739
342,360850070001,507,388,119,11,108,153,20,41,55,298,0,0,86,4,0,217,81,1090,7,35.8,3186735.75390625,9528.63868987389
343,360850070002,128,78,50,4,32,38,0,4,0,70,0,0,8,0,0,58,12,500,1,15.6,457501.234375,2865.78834152684
344,360850133023,37,15,22,4,11,0,0,0,0,11,0,0,4,0,0,7,4,501,0,3,481413.453125,3622.58831398294
345,360850133021,42,16,26,4,4,2,0,4,2,10,0,0,6,0,0,3,7,242,0,6.6,279417.93359375,2359.87986461127
346,360850303023,61,21,40,17,2,0,2,0,0,20,0,0,1,0,0,8,12,587,0,3.6,286861.02734375,2406.91930482132
347,360850323001,53,14,39,6,1,1,1,5,0,3,10,0,1,0,0,8,5,472,1,3,6588893.85546875,12813.9593059501
348,360850319022,67,16,51,10,3,0,2,1,0,13,0,0,2,1,0,5,8,517,1,3.1,384281.67578125,3498.5894651822
349,360850319023,117,49,68,7,9,27,0,3,3,33,0,0,16,0,0,23,10,525,0,9.3,553796.23046875,4266.86616904919
350,360850128042,726,609,117,4,0,114,47,183,261,424,1,0,175,9,0,171,254,626,1,97.4,601551.01171875,3137.3957456824
351,360850128041,712,610,102,6,78,275,42,106,103,460,2,0,147,1,0,258,204,1076,5,57,936106.28515625,3941.598703069
352,360850132012,37,19,18,1,4,14,0,0,0,17,0,0,2,0,0,14,3,314,0,6.1,423823.05859375,2795.58292167704
353,360850207001,89,37,52,5,11,16,1,2,2,24,0,0,12,1,0,18,6,682,0,5.4,776429.48828125,4771.32158881095
354,360850170081,67,25,42,11,6,1,5,2,0,24,0,0,1,0,0,13,11,870,1,2.9,591910.21484375,3945.25614596116
355,360850223001,79,29,50,8,5,6,1,6,3,16,0,0,13,0,0,9,7,505,2,5.8,521569.87890625,5812.64611397733
356,360850132041,76,49,27,3,10,24,2,8,2,43,0,0,6,0,0,40,3,491,1,10,674286.07421875,3623.91828677306
357,360850096022,45,19,26,4,9,3,0,3,0,15,0,0,4,0,0,11,4,465,1,4.1,289756.75390625,2988.47281886933
358,360850291022,94,44,50,7,9,19,4,2,3,34,0,0,8,2,0,27,7,728,1,6.1,1972541.8125,9162.67325523843
359,360850021002,115,17,98,6,1,4,0,5,1,6,1,0,4,5,0,3,4,330,3,5.2,875661.1796875,6113.42360105485
360,360850040004,40,15,25,13,1,1,0,0,0,15,0,0,0,0,0,6,9,487,2,3.1,471627.9453125,5583.00770490298
361,360850040005,35,14,21,10,4,0,0,0,0,13,0,0,1,0,0,8,5,396,0,3.5,113646.62890625,1445.76182924345
362,360850040007,46,11,35,0,5,1,5,0,0,8,0,0,2,1,0,8,0,425,1,2.6,276377.22265625,2148.36113236352
363,360850017001,28,10,18,6,4,0,0,0,0,7,0,0,3,0,0,3,4,324,3,3.1,345922.1796875,2907.49769161879
364,360850207004,73,17,56,3,2,0,8,3,1,5,0,0,3,9,0,3,2,557,1,3.1,456843.57421875,3833.27196421851
365,360850223002,92,47,45,5,9,26,2,4,1,32,1,0,13,0,0,26,7,431,1,10.9,589786.26953125,4255.31437299812
366,340258017002,219,174,45,4,1,1,55,103,10,90,0,1,76,6,1,20,71,248,1,70.4,186592.07421875,1807.38819407905
367,340258016001,285,215,70,9,3,8,73,116,6,105,10,0,92,8,0,34,81,379,13,58.7,564592.91796875,5234.31281409685
368,340230079091,76,12,64,5,7,0,0,0,0,11,0,0,1,0,0,6,5,866,3,1.4,8546166.26171875,13049.9173697714
369,340230079101,52,15,37,7,7,0,1,0,0,15,0,0,0,0,0,12,3,606,1,2.5,2622002.38671875,8389.86879379055
370,340258017003,282,207,75,5,2,9,67,120,4,104,0,0,91,12,0,16,88,390,3,53.5,283167.59375,2719.08919057649
371,340230080011,52,19,33,5,4,4,3,3,0,16,0,0,3,0,0,6,10,181,0,10.5,5628738.84765625,10575.6989409684
372,340230080012,81,23,58,11,1,0,2,9,0,16,0,0,7,0,0,5,11,246,1,9.4,1066802.0703125,5054.72872469964
373,340230079111,39,12,27,8,4,0,0,0,0,12,0,0,0,0,0,5,7,446,3,2.7,1610998.29296875,5499.73414634444
374,340258025004,60,22,38,5,5,4,1,2,5,18,0,0,4,0,0,6,12,231,0,9.5,1371986.03515625,5477.41623264788
375,340258025001,70,16,54,5,3,3,3,1,1,16,0,0,0,0,0,5,11,292,1,5.5,719887.7109375,5012.78871211324
376,340258018001,267,224,43,5,16,39,43,87,34,204,0,0,19,1,0,77,127,394,2,57.1,907002.8203125,6011.91413419371
377,340258025003,52,18,34,5,3,1,2,6,1,17,0,0,1,0,0,7,10,299,1,6,467303.1015625,2996.86292824978
378,340230075001,86,19,67,4,2,3,7,3,0,7,0,0,9,1,2,2,5,493,0,3.9,1806018.9609375,9937.69319630891
379,340230076002,89,14,75,8,5,1,0,0,0,10,0,0,4,0,0,4,6,559,1,2.5,486352.3203125,2868.58634690993
380,340230076003,173,82,91,2,23,25,15,14,3,55,0,0,25,2,0,24,31,650,6,12.7,916316.5078125,4249.95192539317
381,340258019003,40,14,26,5,2,3,3,1,0,7,0,0,4,3,0,2,5,266,0,5.3,309614.4453125,2441.38682836859
382,340258021004,27,10,17,4,1,3,0,1,1,9,0,0,1,0,0,2,7,335,0,3,1690916.87109375,7206.52808829849
383,340230046001,102,15,87,9,1,4,0,1,0,5,3,0,1,6,0,4,4,877,1,1.7,751296.67578125,4297.19329679866
384,340258006015,55,11,44,7,1,0,3,0,0,10,0,0,1,0,0,4,6,564,1,2,1189409.26953125,7701.48263067164
385,340258016002,210,174,36,10,1,6,56,94,7,123,0,0,51,0,0,30,93,236,5,75.3,274979.88671875,2644.58481798095
386,340258017004,287,210,77,3,5,16,72,105,9,134,0,0,60,15,1,18,116,347,6,61.6,383597.84765625,2993.48380449343
387,340258017001,299,208,91,8,2,3,62,129,4,82,4,1,99,22,0,18,69,384,11,55.8,228141.1953125,2307.53279566556
388,340258031002,93,12,81,8,4,0,0,0,0,11,0,0,0,1,0,4,7,812,1,1.5,2549087.3671875,9386.83006774083
389,340258018002,406,335,71,7,2,18,67,177,64,256,0,0,78,0,0,42,214,387,11,89.1,557135.96875,5347.28997207688
390,340258019001,126,63,63,8,7,25,3,9,11,36,4,0,9,14,0,14,26,617,2,10.2,1159724.10546875,6925.31181560818
391,340258016006,156,78,78,10,8,11,16,32,1,65,0,0,9,4,0,15,50,555,0,14.1,607812.3671875,3412.10010797526
392,340258018003,248,228,20,1,8,28,22,103,66,188,0,0,36,4,0,40,148,267,2,86,2260895.07421875,7731.30096711641
393,340258020001,156,60,96,3,11,4,0,15,27,12,0,0,7,41,0,3,9,546,2,11,567011.63671875,4122.4927680899
394,340258006014,59,19,40,3,0,1,8,7,0,16,0,0,3,0,0,0,16,307,4,6.3,381205.8203125,2964.56438624751
395,340230049003,53,22,31,10,0,2,0,4,6,17,0,0,4,1,0,7,10,569,0,3.9,331212.43359375,4224.04358952599
396,340230050001,71,25,46,4,6,7,2,3,3,8,0,0,4,13,0,6,2,283,0,8.8,320175.375,4566.61699157881
397,340258016005,54,11,43,6,2,0,1,1,1,7,0,0,4,0,0,2,5,411,1,2.7,715621.80859375,5384.19208279166
398,340258016003,196,125,71,8,4,12,41,58,2,85,0,0,37,2,0,24,61,427,4,29.6,428885.80859375,3168.78771268727
399,340258017005,306,178,128,15,3,4,31,109,16,57,6,0,92,23,0,24,39,606,11,29.9,1432974.98828125,17475.023199
400,340258016004,97,48,49,12,0,2,17,17,0,41,0,0,7,0,0,6,35,335,1,14.4,530450.14453125,4422.77572582493
401,340230080013,55,10,45,7,2,1,0,0,0,10,0,0,0,0,0,4,6,387,1,2.6,589867.07421875,3560.10173570813
402,340230080015,145,49,96,11,4,0,3,15,16,37,0,0,12,0,0,10,27,445,2,11.1,1132398.7109375,10809.0542190621
403,340230080016,112,27,85,14,3,2,2,4,2,25,0,0,2,0,0,9,16,642,0,4.2,1882745.7578125,6828.11062279642
404,340258007021,38,22,16,3,0,4,6,9,0,22,0,0,0,0,0,4,18,308,0,7.1,1937458.31640625,5568.42756401645
405,340258021001,51,10,41,6,2,0,1,1,0,9,0,0,1,0,0,2,7,776,2,1.3,4516853.1015625,8607.60709137202
406,340230050002,55,17,38,7,7,2,0,1,0,10,0,0,5,2,0,4,6,557,0,3.1,373252.4453125,2623.27042288194
407,340230050003,53,14,39,6,5,1,1,1,0,7,0,0,7,0,0,4,3,697,1,2,545738.38671875,3485.64066857964
408,340258005004,200,162,38,3,5,19,32,79,24,146,0,0,16,0,0,24,122,302,1,53.8,924809.51171875,4283.62102304241
409,340258006012,35,12,23,5,1,1,0,4,1,10,0,0,2,0,0,3,7,271,8,4.6,996061.3125,4006.50259306027
410,340230074025,52,12,40,6,5,0,1,0,0,11,0,0,1,0,0,6,5,393,0,3.1,1024341.5078125,5812.21150666514
411,340258027001,106,15,91,11,3,1,0,0,0,11,0,0,4,0,0,5,6,1189,2,1.3,4508637.265625,12248.6228442323
412,340258022003,30,10,20,8,0,0,2,0,0,10,0,0,0,0,0,3,7,315,7,3.2,587491.86328125,3330.98566322949
413,340258025002,80,34,46,9,2,5,1,9,8,27,0,0,6,1,0,9,18,343,0,9.9,1678964.14453125,6835.31333936916
414,340258026001,104,18,86,13,0,0,5,0,0,15,0,0,3,0,0,5,10,619,1,2.9,2030773.765625,7117.29337944817
415,340258018004,360,276,84,17,3,16,42,126,72,225,0,0,51,0,0,50,175,456,2,60.8,2847067.58203125,9240.57034162963
416,340258018005,162,99,63,2,5,16,32,40,4,87,0,0,12,0,0,27,60,362,0,27.3,812858.640625,5080.87937601404
417,340230043002,72,19,53,11,5,1,2,0,0,8,0,0,11,0,0,4,4,522,0,3.6,407900.4375,2714.18922977386
418,340258026002,94,38,56,3,2,4,9,15,5,32,0,0,6,0,0,6,26,590,0,6.4,1527714.15625,5314.70595619751
419,340258006011,295,256,39,4,4,28,64,123,33,189,0,0,65,1,0,28,161,506,3,50.9,3009410.7265625,12015.0615380534
420,340258006021,112,88,24,1,3,9,10,51,14,76,0,0,12,0,0,16,60,390,0,22.6,922845.30859375,4270.02595191458
421,340258018006,338,297,41,3,2,9,57,186,40,235,0,0,61,0,0,43,192,403,1,73.9,931137.56640625,4550.73814344323
422,340258005001,303,262,41,8,1,23,52,87,91,206,0,0,44,12,0,28,178,428,8,62.4,1473444.70703125,6454.88857411009
423,340258005003,291,221,70,6,15,56,44,81,19,186,0,0,33,2,0,40,146,550,2,40.3,5008612.35546875,15583.1447397478
424,340258020003,48,10,38,4,2,1,1,1,1,8,0,0,2,0,0,5,3,446,0,2.2,1463133.50390625,7996.34819380151
425,340258022001,37,10,27,9,0,0,1,0,0,9,0,0,1,0,0,5,4,315,2,3.2,624379.41796875,5370.29398184108
426,360850198004,86,46,40,15,3,22,4,1,1,38,0,0,8,0,0,13,25,642,2,7.2,3309650.7421875,9522.74443787084
427,360850198002,73,19,54,13,4,2,0,0,0,17,0,0,2,0,0,10,7,1188,7,1.6,1952574.078125,6192.88912485837
428,360850198003,35,16,19,2,3,8,1,2,0,11,0,0,5,0,0,4,7,486,2,3.3,1415415.5390625,7289.74755102853
429,360850128051,1058,909,149,2,154,325,48,152,228,731,2,0,169,7,0,318,415,1154,1,78.8,1712201.5625,5857.93859595862
430,360850176004,45,18,27,6,7,4,0,0,1,15,0,0,3,0,0,8,7,435,4,4.2,693394.70703125,5205.97793541975
431,360850248001,66,14,52,8,2,4,0,0,0,14,0,0,0,0,0,5,9,578,0,2.4,567964.1796875,3270.31915848644
432,360850248002,48,12,36,7,5,0,0,0,0,12,0,0,0,0,0,4,8,613,0,2,546574.56640625,2964.12094923146
433,360850156032,449,324,125,30,31,53,14,124,72,235,0,0,88,0,0,83,152,666,2,48.8,545953.73828125,3250.38713129383
434,360850244011,47,12,35,8,2,0,2,0,0,12,0,0,0,0,0,4,8,679,1,1.8,841930.75390625,3861.32113529559
435,360850244022,210,146,64,11,13,32,17,37,36,120,0,0,26,0,0,41,79,829,3,17.7,1388990.296875,5499.76402197524
436,360850156031,163,89,74,14,22,26,8,13,6,72,0,0,17,0,0,52,20,438,1,20.4,486018.00390625,3619.56740495667
437,360850176003,67,32,35,10,4,6,3,4,5,26,0,0,4,1,1,10,16,483,2,6.7,2694469.14453125,10580.7897267845
438,360850226003,31,10,21,10,0,0,0,0,0,10,0,0,0,0,0,2,8,989,2,1,1057302.1015625,4595.0635480302
439,360850132032,42,11,31,9,2,0,0,0,0,11,0,0,0,0,0,2,9,746,1,1.5,590109.890625,5375.67192701454
