OBJECTID,2010 Census Block Group ID,Registrants,Total Damaged (any type),Registrants w/o Inspection,Damaged w/o Flooding,Basement Flooded up to 2 Feet,Basement Flooded 2 Feet or More,First Floor Flooded up to 1 Foot,First Floor Flooded 1 to 4 Feet,Living Space Flooded 4 Feet or More,Damaged Owners Single Family,Damaged Owners Multifamily,Damaged Owners Missing Building Type,Damaged Single Family,Damaged Multifamily,Damaged Renters Missing Building Type,Uninsured Owners with Damage,Insured Owners with Damage,Total Housing Units,Seasonal Housing Units,Percent Non-Seasonal Damaged,Shape__Area,Shape__Length
1610,360595214005,644,587,57,5,38,51,93,317,83,516,1,0,70,0,0,162,355,653,4,90.4,1242830.28515625,7380.40034887043
1611,360595213012,112,84,28,6,16,8,23,30,1,74,0,0,10,0,0,43,31,484,5,17.5,2157121.08203125,6903.89718229396
1612,360595214003,368,334,34,6,68,26,73,125,36,318,0,0,16,0,0,133,185,478,1,70,1306140.14453125,6166.96296611491
1613,360594144005,468,294,174,5,6,60,38,145,40,214,0,1,70,7,1,39,176,349,2,84.7,2315485.91015625,7565.43015083475
1614,360594075011,66,10,56,7,3,0,0,0,0,8,0,0,2,0,0,4,4,643,4,1.6,1708782.96484375,6448.73468647627
1615,360594129003,57,13,44,11,2,0,0,0,0,13,0,0,0,0,0,5,8,506,0,2.6,1180975.078125,4692.25324986749
1616,361031244012,272,235,37,3,0,13,50,137,32,211,0,0,24,0,0,39,172,435,4,54.5,1105579.75390625,5791.10488282531
1617,361031474022,115,97,18,5,1,0,30,58,3,96,0,0,1,0,0,33,63,426,8,23.2,4709428.60546875,12479.3618504643
1618,360594139004,53,14,39,10,4,0,0,0,0,12,0,0,2,0,0,2,10,383,0,3.7,603764.84375,3483.54000533897
1619,361031244021,370,316,54,8,26,48,51,165,18,257,1,0,55,3,0,93,165,751,4,42.3,1014122.14453125,4887.54154721595
1620,361031246023,512,464,48,0,1,31,113,287,32,385,1,0,72,4,0,46,340,583,11,81.1,1215483.015625,12163.2282589702
1621,361031230013,31,13,18,2,1,0,1,9,0,12,0,0,1,0,0,3,9,485,0,2.7,808010.359375,4324.94252941992
1622,361031246012,117,92,25,1,11,15,25,34,6,89,0,0,3,0,0,53,36,341,4,27.3,971543.17578125,3889.20440929469
1623,361031246013,297,286,11,2,1,24,72,155,32,261,0,0,24,0,0,48,213,295,5,98.6,492774.38671875,4686.78831898119
1624,361031246022,323,278,45,2,15,56,46,155,4,235,6,0,25,12,0,87,154,603,10,46.9,1333677.9609375,7997.40065450396
1625,361031469021,300,280,20,3,8,32,88,139,10,270,0,0,10,0,0,62,208,586,8,48.4,2288684.8671875,18297.1919091917
1626,361031470012,42,27,15,5,1,2,10,9,0,27,0,0,0,0,0,8,19,265,1,10.2,1440713.16015625,5458.3101100973
1627,361031470033,31,24,7,0,2,1,7,14,0,23,0,0,1,0,0,10,13,392,28,6.6,4177921.63671875,11967.9400786357
1628,360594161001,298,261,37,2,15,40,55,116,33,212,0,0,49,0,0,71,141,451,0,57.9,794159.34375,4075.41922151818
1629,360594151025,266,229,37,6,11,8,68,104,32,214,0,0,15,0,0,65,149,367,0,62.4,5099330.11328125,19033.031132604
1630,360594151012,94,65,29,1,26,12,8,12,6,61,0,0,3,0,0,31,30,449,1,14.5,958693.89453125,4092.63675474437
1631,360594152013,43,21,22,3,7,6,0,5,0,21,0,0,0,0,0,6,15,405,3,5.2,933350.9140625,3917.50681671998
1632,360594152023,143,111,32,5,7,12,14,47,26,109,0,0,2,0,0,29,80,257,0,43.2,372030.44921875,3292.54232622324
1633,360594133005,102,66,36,1,24,9,5,21,6,62,0,0,4,0,0,34,28,303,0,21.8,436862.26171875,2859.41357972844
1634,360594143032,109,90,19,2,19,24,6,35,4,68,0,0,22,0,0,25,43,271,0,33.2,474939.1484375,4414.15413543571
1635,360594143033,86,75,11,3,11,19,6,26,10,63,0,0,12,0,0,27,36,345,1,21.8,575338.08984375,3136.23941142144
1636,360594143041,197,149,48,4,27,88,9,14,7,104,0,0,44,1,0,46,58,662,1,22.5,792762.69140625,3602.3766034351
1637,360595213023,351,327,24,3,2,15,56,212,39,299,0,0,28,0,0,59,240,350,0,93.4,572499.421875,3424.57102503945
1638,360595213024,206,176,30,2,17,28,31,78,20,159,0,0,17,0,0,73,86,227,0,77.5,390263.78515625,2574.07892042894
1639,360595213021,382,345,37,7,12,22,101,177,26,320,0,0,25,0,0,166,154,455,2,76.2,878698.1796875,3960.29271564606
1640,360595213011,60,35,25,2,2,3,6,21,1,32,0,0,3,0,0,18,14,293,0,11.9,736380.09375,4606.35396113834
1641,360595217005,156,132,24,8,69,22,17,12,4,130,0,0,2,0,0,61,69,380,4,35.1,921036.1875,8649.61271671417
1642,360594169001,710,443,267,23,53,51,110,175,31,365,4,0,74,0,0,91,278,623,45,76.6,42719081.03125,123272.634869398
1643,360594151023,189,142,47,13,24,7,66,23,9,136,0,0,6,0,0,51,85,424,8,34.1,606432.109375,4467.07507396265
1644,360594151024,145,117,28,7,3,7,30,58,12,110,0,0,6,0,0,28,82,283,1,41.5,432210.734375,3485.88099129396
1645,360595219021,429,400,29,2,4,10,60,260,64,365,0,0,33,0,0,66,299,415,3,97.1,9457557.06640625,26882.0166177316
1646,360594138031,170,129,41,3,5,40,15,52,14,117,0,0,12,0,0,57,60,328,1,39.4,458119.22265625,3453.43093388656
1647,360594138032,178,158,20,0,11,50,14,64,19,138,0,0,20,0,0,54,84,245,0,64.5,311487.95703125,2789.6577206673
1648,360594138033,437,367,70,5,27,74,58,153,50,321,0,0,45,0,0,124,197,551,1,66.7,760291.36328125,4518.33863898059
1649,360594138034,328,289,39,8,26,25,65,110,55,257,0,0,32,0,0,154,103,332,1,87.3,1657229.75,6905.98541883021
1650,360594138043,240,174,66,5,18,34,18,78,21,143,0,0,29,2,0,55,88,406,2,43.1,612701.609375,3356.53733040636
1651,360594160004,32,24,8,1,2,4,8,8,1,22,0,0,2,0,0,16,6,305,0,7.9,859862.1171875,4316.60527115306
1652,360594161003,453,402,51,10,37,30,130,172,23,360,0,0,41,1,0,144,216,671,4,60.3,1048670.02734375,4722.30522210074
1653,360594169003,15,10,5,0,4,4,1,1,0,8,0,0,2,0,0,0,8,666,140,1.9,938100.7109375,3915.61363839671
1654,361031241012,36,21,15,1,2,4,3,11,0,19,0,0,2,0,0,7,12,503,1,4.2,792660.21875,3737.08003783333
1655,361031241021,38,13,25,8,2,1,1,1,0,12,0,0,1,0,0,6,6,645,2,2,1044498.921875,4577.53089909475
1656,361031472003,227,140,87,4,7,18,37,72,2,80,0,0,51,8,0,24,56,740,6,19.1,2264889.94921875,13862.6143088317
1657,361031242002,36,21,15,1,2,4,4,10,0,18,1,0,1,1,0,7,12,506,3,4.2,665352.11328125,3945.63025914823
1658,361031242004,454,398,56,3,30,80,61,201,23,317,5,0,70,5,0,122,200,590,1,67.6,1039684.796875,4329.02160598818
1659,361031232024,91,20,71,12,6,0,0,2,0,15,0,0,5,0,0,5,10,729,0,2.7,1644353.1953125,6757.47515932104
1660,361031233014,81,52,29,2,3,8,8,27,4,43,0,0,9,0,0,14,29,293,0,17.7,831650.80078125,3922.73865078781
1661,361031473006,238,195,43,2,17,24,52,91,9,165,1,0,27,2,0,48,118,984,16,20.1,3279742.5078125,12650.4915562736
1662,361031475015,43,35,8,4,1,1,10,17,2,35,0,0,0,0,0,11,24,531,5,6.7,4297750.02734375,9476.32446325581
1663,360594145014,392,354,38,0,8,109,31,114,92,286,0,0,68,0,0,57,229,379,2,93.9,535417.26171875,3461.67739886867
1664,360594129002,45,13,32,8,5,0,0,0,0,11,0,0,2,0,0,3,8,523,1,2.5,673456.3125,3718.35623268021
1665,360594135003,37,10,27,7,3,0,0,0,0,9,0,0,1,0,0,2,7,457,0,2.2,616586.390625,4088.22923070863
1666,360594143034,57,26,31,3,9,11,0,0,3,16,0,0,10,0,0,12,4,276,2,9.5,554024.8671875,3040.1507436984
1667,360594143042,95,68,27,1,5,44,1,11,6,54,1,0,13,0,0,19,36,572,1,11.9,363342.73046875,2920.2067641504
1668,360594070003,60,17,43,11,4,1,1,0,0,13,0,0,4,0,0,4,9,298,2,5.7,375545.66015625,3522.83504718509
1669,360594071022,40,16,24,12,4,0,0,0,0,16,0,0,0,0,0,6,10,400,2,4,435199.24609375,2897.80883621402
1670,360594157001,529,467,62,13,39,94,119,156,46,433,0,0,33,0,0,163,270,638,7,74,1602528.0390625,9632.16658105516
1671,360594154013,731,590,141,25,62,107,147,211,38,545,0,0,45,0,0,152,393,981,2,60.3,2356830.1484375,9942.77058883161
1672,360594154021,598,453,145,29,64,36,102,173,49,395,0,0,57,0,0,74,321,910,3,49.9,1507257.453125,13260.7190585779
1673,360594145022,761,671,90,2,0,11,114,447,97,451,124,0,82,14,0,176,399,682,7,99.4,1451932.44140625,8534.26386355692
1674,360594151011,51,14,37,4,5,3,2,0,0,14,0,0,0,0,0,7,7,538,6,2.6,1087753.875,4708.54561006999
1675,360594145012,427,340,87,10,20,120,68,86,36,243,44,0,45,8,0,114,173,577,1,59,808746.93359375,3870.47220243052
1676,360595220001,51,10,41,5,4,0,1,0,0,8,0,0,2,0,0,5,3,567,2,1.8,1154939.7109375,6513.72767076368
1677,360594161004,577,508,69,10,2,47,80,269,100,392,0,1,115,0,0,77,316,547,4,93.6,1524856.57421875,8260.24521310746
1678,360594161002,425,358,67,17,20,30,102,128,61,300,0,0,57,0,0,89,211,702,7,51.5,2031000.3515625,7393.13213539913
1679,360594069002,46,10,36,8,2,0,0,0,0,9,0,0,1,0,0,2,7,626,1,1.6,663582.109375,3738.91195679996
1680,360595213022,712,645,67,15,23,41,127,353,86,585,0,0,60,0,0,228,357,880,6,73.8,1733889.6015625,7222.55809741364
1681,360594154022,229,171,58,16,10,43,43,42,17,150,0,0,21,0,0,38,112,434,0,39.4,893818.234375,4806.24035097767
1682,360594157003,69,30,39,3,6,1,6,13,1,29,0,0,1,0,0,19,10,430,0,7,3682408.69140625,12095.6062983736
1683,360594141004,30,10,20,6,4,0,0,0,0,10,0,0,0,0,0,4,6,304,3,3.3,626668.89453125,4433.51582240248
1684,360594144004,57,13,44,2,1,5,1,2,2,0,0,0,0,13,0,0,0,251,0,5.2,1225553.32421875,5073.02639256773
1685,360594140022,68,17,51,14,0,3,0,0,0,11,0,0,5,1,0,2,9,499,2,3.4,1453399.3046875,5837.69519369825
1686,360594145013,381,312,69,5,0,17,58,155,77,180,86,0,33,13,0,86,180,373,1,83.9,364554.69140625,3548.7863668136
1687,360594145021,811,698,113,2,5,161,109,319,102,536,12,0,137,13,0,91,457,778,4,90.2,1262679.0703125,6909.50417859343
1688,361031246021,53,40,13,0,0,1,12,23,4,40,0,0,0,0,0,10,30,277,2,14.5,1381265.96875,7867.67895101739
1689,361031238013,659,528,131,14,26,41,188,221,38,454,2,4,66,2,0,156,304,947,19,56.9,1946879.7890625,6092.40638011496
1690,361031238011,426,362,64,1,0,23,60,264,14,297,0,0,64,0,1,57,240,524,3,69.5,849256.73046875,4738.01346300531
1691,361031238021,561,486,75,5,20,62,90,253,56,385,3,0,97,1,0,112,276,650,1,74.9,1005265.1953125,4581.14952278167
1692,361031469022,264,243,21,2,8,14,57,147,15,223,0,1,19,0,0,51,173,409,2,59.7,1524775.99609375,10372.4335422046
1693,361031469023,113,90,23,5,5,2,55,23,0,88,0,0,2,0,0,28,60,347,5,26.3,1478553.8984375,11880.162763941
1694,361031236003,557,501,56,2,5,70,72,307,45,435,4,0,57,5,0,102,337,578,16,89.1,1454014.30078125,6071.15844367989
1695,361031237023,60,22,38,3,2,8,5,4,0,17,0,0,5,0,0,7,10,662,4,3.3,1023734.453125,4159.10443366423
1696,361031238012,196,162,34,2,35,43,31,43,8,133,3,0,26,0,0,71,65,353,2,46.2,1148177.62109375,5650.42128242708
1697,361031238022,691,600,91,2,24,65,123,343,43,476,7,0,107,9,0,169,314,775,5,77.9,1651123.0078125,5740.74395330372
1698,361031241022,626,548,78,6,25,65,65,337,50,419,8,1,104,16,0,108,320,719,3,76.5,1039610.4609375,4337.99941672606
1699,360594151022,139,110,29,9,6,7,36,33,19,106,0,0,4,0,0,34,72,319,3,34.8,499427.7578125,3320.98977141761
1700,240399305002,29,23,6,8,2,0,5,8,0,20,0,1,1,0,1,11,10,351,25,7.1,58577588.3085938,50321.9212567929
1701,240399305004,89,67,22,3,5,0,20,39,0,59,0,0,8,0,0,29,30,549,19,12.6,13129364.65625,17770.1567249167
1702,240399305001,28,22,6,6,0,0,9,7,0,20,0,0,2,0,0,12,8,425,44,5.8,149724724.21875,82343.5308352445
1703,240399305003,77,60,17,11,2,0,20,27,0,51,0,0,9,0,0,21,30,614,46,10.6,79176591.0820313,78516.7402064766
1704,240399301021,25,16,9,5,1,0,5,5,0,12,0,0,4,0,0,6,6,1281,34,1.3,138424999.78125,103410.504637345
1705,240399303002,68,52,16,3,0,3,18,28,0,45,0,0,7,0,0,23,22,399,73,16,86446748.4726563,133475.615778233
1706,340010118052,29,23,6,0,0,0,8,14,1,21,0,0,2,0,0,5,16,274,39,9.8,22509166.0976563,31121.4980933973
1707,340010127013,47,24,23,2,1,0,11,8,2,21,0,0,2,1,0,4,17,698,18,3.5,1486802.07421875,6982.19662125545
1708,340010001002,384,254,130,11,1,4,66,164,8,153,1,0,99,0,0,26,128,489,13,53.4,1625944.703125,7080.50089958546
1709,340010001001,322,229,93,10,1,30,30,153,5,113,0,0,114,2,0,32,81,447,12,52.6,1384662.515625,4947.73791748434
1710,340010002001,275,180,95,9,11,36,26,93,5,103,2,0,64,11,0,25,80,691,169,34.5,390490.1875,3925.08922352682
1711,340010002002,288,195,93,19,11,53,21,87,4,94,1,0,84,16,0,25,70,524,41,40.4,267114.671875,3134.32161552522
1712,340010127021,38,16,22,1,1,0,10,4,0,7,0,0,4,5,0,2,5,891,98,2,4556153.37109375,12174.2767947835
1713,340010130003,154,98,56,13,3,0,27,53,2,96,0,0,1,1,0,21,75,584,123,21.3,890308.4453125,5683.93836958992
1714,340010130004,176,91,85,2,9,8,17,55,0,76,0,0,8,7,0,21,55,1124,675,20.3,1070419.875,5247.29086272166
1715,340010132023,357,248,109,11,5,15,76,130,11,165,2,0,78,3,0,31,136,694,192,49.4,725664.56640625,5253.15935338085
1716,340010118042,82,55,27,1,1,7,12,33,1,39,15,0,1,0,0,29,25,618,77,10.2,32122006.9921875,35333.3374821732
1717,340010118033,28,11,17,1,2,1,2,5,0,10,0,0,1,0,0,6,4,811,4,1.4,5588516.296875,13285.7304838486
1718,340010124012,28,11,17,5,5,0,0,1,0,10,0,0,1,0,0,5,5,459,2,2.4,2528495.90234375,7169.11522466264
1719,340090214002,67,18,49,5,0,1,10,2,0,5,1,0,10,2,0,3,3,1462,738,2.5,1999500.2421875,6171.30728648977
1720,340090214003,59,29,30,2,0,0,13,14,0,16,0,0,9,4,0,6,10,1628,757,3.3,1185967.2734375,4396.04561716621
1721,340010128022,51,34,17,2,1,8,8,14,1,22,0,0,12,0,0,7,15,579,182,8.6,902700.23046875,6842.66367463058
1722,340010131021,169,103,66,1,1,1,31,64,5,65,1,0,37,0,0,15,51,763,435,31.4,438851.0078125,3904.56071181729
1723,340090215001,120,55,65,7,0,0,19,29,0,19,1,0,31,4,0,6,14,940,323,8.9,1164400.01953125,5598.70926326495
1724,340010004002,158,45,113,28,3,3,4,7,0,9,5,0,14,17,0,3,11,895,237,6.8,416866.18359375,2830.61235046492
1725,340010012001,238,161,77,13,1,5,67,73,2,90,0,0,71,0,0,29,61,448,1,36,262924.73828125,2308.84153048525
1726,340010023001,151,53,98,21,9,5,11,7,0,14,1,0,28,10,0,5,10,451,11,12,624742.359375,3656.36761934683
1727,340010024003,234,39,195,19,3,5,4,7,1,1,0,0,30,8,0,1,0,880,321,7,1505615.20703125,6306.89046833592
1728,340010025002,284,152,132,13,0,17,28,88,6,47,0,0,86,19,0,18,29,416,7,37.2,443205.51953125,3131.67732260795
1729,340010025003,129,37,92,13,0,4,5,13,2,7,0,0,11,19,0,4,3,702,1,5.3,362996.21484375,3423.36447527708
1730,340010002003,155,96,59,4,22,50,2,16,2,70,2,0,22,2,0,16,56,714,277,22,290752.40625,2314.04697068649
1731,340010003001,285,201,84,10,6,47,11,113,14,58,5,0,102,36,0,23,40,506,9,40.4,258588.67578125,2320.64846948083
1732,340010130002,183,111,72,3,3,1,34,70,0,94,0,0,17,0,0,26,68,585,296,38.4,450114.265625,2781.37367631116
1733,340010131011,299,187,112,2,8,22,59,95,1,175,0,0,11,0,0,40,135,1182,569,30.5,1404672.6171875,8939.29593738295
1734,340010131022,210,98,112,7,0,4,18,65,4,31,11,0,33,22,1,14,28,970,610,27.2,442431.46875,3474.95619672876
1735,340010132011,112,29,83,12,13,1,2,1,0,16,1,0,9,2,0,7,10,991,487,5.8,236614.8828125,1965.55281538741
1736,340010132012,410,259,151,21,27,57,30,118,6,140,1,0,107,11,0,28,113,1118,382,35.2,2194228.5859375,11686.212992955
1737,340010132021,162,45,117,10,0,1,15,19,0,28,0,0,15,2,0,6,22,498,37,9.8,321613.74609375,3429.27916674509
1738,340010132022,226,193,33,11,0,0,43,138,1,176,0,0,17,0,0,29,147,272,40,83.2,321497.546875,2272.01572949393
1739,340010003002,338,222,116,21,19,59,24,98,1,57,6,0,90,69,0,23,40,611,5,36.6,188373.8125,1991.44919261084
1740,340010003003,312,194,118,18,5,27,41,94,9,76,11,1,68,37,0,31,57,582,49,36.4,231708.10546875,1898.90765185996
1741,340010004001,79,16,63,9,2,0,3,2,0,3,1,0,7,5,0,1,3,1035,431,2.6,505207.66796875,3166.86230376133
1742,340010125021,37,26,11,3,0,1,5,16,1,25,0,0,1,0,0,5,20,385,6,6.9,1350059.5078125,5610.07852247942
1743,340010130001,182,131,51,6,3,3,39,79,1,122,0,0,9,0,0,20,102,771,183,22.3,1090075.06640625,4408.84285309906
1744,340010004003,106,45,61,10,9,12,3,10,1,16,1,0,21,7,0,7,10,372,47,13.8,264524.109375,4879.55519147637
1745,340010131023,248,138,110,3,0,10,35,83,7,53,22,0,39,24,0,28,47,1135,725,33.7,449098.7421875,4534.52760315437
1746,340010116002,50,32,18,1,4,5,7,15,0,30,0,0,2,0,0,22,8,527,14,6.2,133665103.566406,90421.2905725557
1747,340010118041,35,13,22,5,1,0,3,4,0,13,0,0,0,0,0,5,8,932,4,1.4,8217308.90234375,12433.7866617324
1748,340010118043,45,26,19,19,4,1,1,1,0,13,10,0,2,1,0,16,7,1178,6,2.2,14099560.6367188,20190.3847894887
1749,340010005001,291,217,74,9,8,28,24,139,9,106,3,1,99,7,0,39,71,313,3,70,199708.6796875,1955.17208969862
1750,340010005002,488,351,137,21,21,83,55,164,7,159,6,0,134,52,0,54,111,751,11,47.4,247618.23046875,2325.45744403528
1751,340010011001,274,116,158,15,0,18,29,51,3,30,0,0,43,43,0,13,17,562,7,20.9,234127.18359375,2111.67925037782
1752,340010011002,225,102,123,16,4,9,21,49,3,31,0,0,71,0,0,10,21,464,2,22.1,250422.54296875,2005.37329536798
1753,340010012003,358,219,139,23,2,6,74,112,2,82,0,0,133,4,0,32,50,444,4,49.8,728653.33984375,3864.26982580765
1754,340010133011,228,140,88,5,0,1,35,99,0,120,0,0,20,0,0,29,91,729,144,23.9,2610635.74609375,14281.5940347622
1755,340010133022,299,170,129,5,12,18,33,101,1,81,1,0,69,19,0,18,64,701,196,33.7,525672.0078125,5683.82992268085
1756,340110103022,69,29,40,6,0,1,12,6,4,22,0,5,2,0,0,10,17,739,253,6,141322191.890625,79215.841743872
1757,340010128021,34,16,18,3,1,0,4,8,0,6,1,0,1,8,0,2,5,551,71,3.3,3460765.8515625,12497.9590369266
1758,340010133012,74,34,40,6,17,4,3,3,1,22,0,0,11,1,0,11,11,684,379,11.1,502473.65625,3126.09924678557
1759,340010133013,436,274,162,6,27,15,63,162,1,174,1,0,95,4,0,45,130,851,307,50.4,470475.73046875,3035.23345655801
1760,340010133021,423,306,117,12,0,3,101,187,3,239,11,0,46,10,0,55,195,700,150,55.6,759228.57421875,4973.17561144271
1761,340010133023,280,182,98,7,19,34,22,91,9,89,17,0,57,18,0,41,65,591,270,56.7,427757.5390625,3054.19142720911
1762,340010014003,241,78,163,25,0,0,24,29,0,14,0,0,33,31,0,8,6,705,48,11.9,329722.5546875,2490.3944257353
1763,340010015002,101,55,46,3,0,2,17,33,0,17,0,0,32,6,0,10,7,254,0,21.7,235559.57421875,2145.04963448236
1764,340010015001,191,83,108,5,0,0,25,52,1,26,1,0,44,12,0,15,12,556,5,15.1,266732.8203125,2165.79622809062
1765,340010019001,267,78,189,29,7,18,9,13,2,13,1,0,33,31,0,6,8,1064,31,7.6,514876.58984375,3582.45454390285
1766,340010023002,376,232,144,20,26,32,51,101,2,123,5,0,88,16,0,41,87,655,4,35.6,614121.83203125,3376.09904103578
1767,340010024002,174,34,140,18,2,3,5,6,0,5,0,0,16,13,0,2,3,617,2,5.5,866497.46484375,4475.8030321367
1768,340010024001,249,100,149,23,6,9,21,40,1,17,0,0,41,42,0,9,8,303,4,33.4,368173.0078125,3909.88546197428
1769,340010135001,145,91,54,6,2,4,20,46,13,54,17,0,5,15,0,27,44,979,519,19.8,30165039.96875,124576.698836548
1770,340010135002,270,154,116,8,3,7,46,90,0,135,2,0,13,0,0,39,98,1169,723,34.5,1214484.11328125,5054.84842260465
1771,340090214001,192,111,81,8,0,2,42,58,1,64,1,0,38,8,0,19,46,1631,669,11.5,940922.6640625,4626.39827770127
1772,340090209011,104,35,69,2,2,3,10,18,0,33,1,0,1,0,0,2,32,3247,2678,6.2,6280309.79296875,24982.9267347632
1773,340090209021,49,15,34,0,0,0,3,12,0,13,2,0,0,0,0,2,13,1604,1367,6.3,2267591.44921875,8318.15595929496
1774,340090209023,48,23,25,2,0,0,8,13,0,21,0,0,2,0,0,0,21,2080,1741,6.8,4463513.19921875,13898.3701459548
1775,340090210021,68,33,35,12,4,0,3,13,1,27,3,0,3,0,0,11,19,1200,166,3.2,76403857.3476563,62207.0733976223
1776,340090218043,31,15,16,5,1,0,6,3,0,12,0,0,3,0,0,4,8,782,215,2.6,1125446.21875,5026.12118599851
1777,340090213001,168,97,71,7,2,0,40,48,0,47,1,0,34,15,0,11,37,2591,1662,10.4,2287286.5078125,9984.68922509618
1778,340090213002,117,59,58,5,2,1,15,35,1,44,1,0,11,3,0,5,40,2132,1564,10.4,1859551.9296875,10381.1554114943
1779,340090208004,180,84,96,1,1,0,19,62,1,58,1,0,25,0,0,11,48,2324,1832,17.1,1975468.7421875,13952.8102085877
1780,340090203024,29,10,19,0,0,0,0,8,2,1,0,8,0,0,1,2,7,447,309,7.2,2297563.17578125,11735.0531060061
1781,340090208003,104,48,56,0,0,0,7,40,1,38,0,0,7,3,0,4,34,1531,1261,17.8,3714659.421875,13149.9799776062
1782,340090213003,122,61,61,10,0,0,20,28,3,49,2,0,10,0,0,8,43,1918,1307,10,1820397.3203125,8263.64365899933
1783,340090213004,75,37,38,7,0,1,8,21,0,28,0,0,5,4,0,6,22,2199,1583,6,1560023.29296875,6158.41985552297
1784,340090214004,174,100,74,7,0,2,30,57,4,74,0,0,23,3,0,16,58,893,574,31.3,1374802.6953125,9693.15717976565
1785,340090216002,37,13,24,2,0,1,6,4,0,13,0,0,0,0,0,2,11,1134,700,3,1115623.7890625,10232.5144620978
1786,340090216004,28,14,14,3,1,0,5,5,0,8,1,0,3,2,0,2,7,1464,818,2.2,1228865.328125,4881.22792108419
1787,340090221021,35,16,19,3,1,0,6,6,0,12,0,0,4,0,0,5,7,722,67,2.4,25645276.5078125,30599.4265024945
1788,340090221024,52,31,21,11,1,0,7,12,0,12,10,0,3,4,2,18,4,988,148,3.7,8674745.953125,19145.9790272523
1789,340090201023,407,213,194,6,0,2,40,163,2,125,12,0,66,9,0,31,106,1116,535,36.7,816566.20703125,5146.50268313573
1790,340090202051,155,76,79,0,0,1,28,47,0,68,0,0,8,0,0,8,60,1557,1143,18.4,4561239.10546875,10445.3721702225
1791,340090208002,204,98,106,4,1,1,18,72,2,82,4,0,12,0,0,13,73,2449,1885,17.4,3100774.3359375,14638.2402244661
1792,340090208001,25,12,13,2,0,2,3,5,0,10,1,0,1,0,0,2,9,596,501,12.6,533501.8515625,3197.08052040713
1793,340110101013,21,19,2,3,1,1,2,12,0,4,0,13,1,0,1,8,9,745,27,2.6,91290098.5625,72654.3737331827
1794,340090221011,48,24,24,7,2,0,9,6,0,22,0,0,1,1,0,9,13,728,89,3.8,13016602.2773438,19358.5036218654
1795,340090210011,43,26,17,0,0,0,10,15,1,21,0,0,5,0,0,6,15,1197,417,3.3,86591780.7851563,145153.584124602
1796,340090217021,18,10,8,2,0,0,4,4,0,8,0,1,1,0,0,4,5,1505,1232,3.7,30078654.7265625,44738.0562463008
1797,340110102003,42,26,16,3,0,1,7,15,0,17,0,0,9,0,0,12,5,494,7,5.3,53323061.4257813,53157.8047810901
1798,340090218031,27,13,14,9,0,0,2,2,0,13,0,0,0,0,0,4,9,1116,420,1.9,2004132.14453125,10758.9230546291
1799,340090201011,319,187,132,6,0,0,41,134,6,91,1,0,90,4,0,19,73,869,273,31.4,665795.203125,3564.18596698731
1800,340090201012,283,186,97,4,2,3,37,130,10,110,8,0,59,9,0,19,99,925,299,29.7,614520.9921875,3328.99174876438
1801,340090218041,29,17,12,9,1,0,3,4,0,14,0,0,0,3,0,8,6,528,130,4.3,11888049.9921875,19256.3048670904
1802,340090202031,169,79,90,0,0,0,24,52,3,66,0,0,12,1,0,9,57,1837,1233,13.1,1698686.67578125,5454.87983684204
1803,340090221022,30,17,13,9,0,1,3,4,0,12,4,0,1,0,0,8,8,841,184,2.6,5641117.68359375,10477.9053616024
1804,340090202052,178,73,105,0,1,0,26,46,0,53,0,0,19,0,0,6,47,1795,1455,21.5,5035545.28125,10576.6985679157
1805,340090202061,152,104,48,1,1,0,25,74,3,95,0,0,9,0,0,9,86,457,238,47.5,1791362.07421875,7511.33560590697
1806,340090202062,225,95,130,3,0,2,29,60,1,64,1,0,27,2,0,21,44,1898,1327,16.6,1807835.09375,6082.59887398661
1807,340090209022,81,40,41,1,0,0,6,33,0,39,1,0,0,0,0,5,35,1750,1454,13.5,3135091.23828125,39306.1990075834
1808,340090201013,142,70,72,5,2,0,25,38,0,46,0,0,19,5,0,7,39,2164,1175,7.1,1092034.8671875,4364.97624928273
1809,340090201014,202,92,110,2,4,6,23,55,2,39,0,0,45,7,0,8,31,1157,415,12.4,1037926.83203125,4343.87934851711
1810,340090202011,142,99,43,2,0,1,33,62,1,82,0,0,17,0,0,13,69,667,287,26.1,2719258.015625,19087.0473789128
1811,340090215002,71,32,39,4,0,0,9,19,0,20,1,0,11,0,0,8,13,1182,548,5,1050749.1640625,7581.68618619866
